Index,Sentences,Annotation
8963,I get it down to a level below 2 percent of gross national product with a policy that's fair.,Claim
9057,"I've stood up and told the American people that I think it's a real problem, that it can destroy long-term economic growth, and I've told you what I think should be done.",Claim
9229,"I think this is a test of leadership, and I think the American people know the difference.",Claim
9332,"Mr. Mondale, one other way to attack the deficit is further reductions in spending.",Claim
9416,"The President has submitted a number of proposals to Congress to do just that, and in many instances the House, controlled by the Democrats, has opposed them.",Premise
9575,"Isn't it one aspect of leadership for prominent Democrats such as yourself to encourage responsible reductions in spending, and thereby reduce the deficit?",None
9741,"Absolutely, and I proposed over a hundred billion dollars in cuts in Federal spending over 4 years, but I am not going to cut it out of Social Security and Medicare and student assistance and things --",Claim
10480,I would like to ask the audience please to refrain from applauding either side; it just takes away from the time for your candidates.,None
10614,And now it is time for the rebuttal.,None
10651,"Mr. President, 1 minute for rebuttal.",None
10699,Yes.,None
10704,I don't believe that Mr. Mondale has a plan for balancing the budget; he has a plan for raising taxes.,Claim
10807,"And, as a matter of fact, the biggest single tax increase in our nation's history took place 1977.",Premise
10906,"And for the 5 years previous to our taking office, taxes doubled in the United States, and the budgets increased $318 billion.",Claim
11033,"So, there is no ratio between taxing and balancing a budget.",Claim
11094,"Whether you borrow the money or whether you simply tax it away from the people, you're taking the same amount of money out of the private sector, unless and until you bring down government's share of what it is taking.",Claim
11313,"With regard to Social Security, I hope there'll be more time than just this minute to mention that, but I will say this: A President should never say ""never.''",Claim
11473,"But I'm going to violate that rule and say ""never.''",Claim
11526,I will never stand for a reduction of the Social Security benefits to the people that are now getting them.,Claim
11645,Mr. Mondale?,None
11668,"Well, that's exactly the commitment that was made to the American people in 1980: He would never reduce benefits.",Premise
11782,"And of course, what happened right after the election is they proposed to cut Social Security benefits by 25 percent -- reducing the adjustment for inflation, cutting out minimum benefits for the poorest on Social Security, removing educational benefits for dependents whose widows were trying -- with widows trying to get them through college.",Premise
12127,Everybody remembers that; people know what happened.,Claim
12180,There's a difference.,Claim
12202,"I have fought for Social Security and Medicare and for things to help people who are vulnerable all my life, and I will do it as President of the United States.",Claim
12374,Thank you very much.,None
12395,"We'll now begin with segment number two with my colleague, Diane Sawyer.",None
12468,Ms. Sawyer?,None
12482,Leadership Qualities,None
12513,"Mr. President, Mr. Mondale, the public opinion polls do suggest that the American people are most concerned about the personal leadership characteristics of the two candidates, and each of you has questioned the other's leadership ability.",None
12753,"Mr. President, you have said that Mr. Mondale's leadership would take the country down the path of defeatism and despair, and Vice President Bush has called him whining and hoping for bad news.",None
12947,"And, Mr. Mondale, you have said that President Reagan offers showmanship, not leadership, that he has not mastered what he must know to command his government.",None
13107,I'd like to ask each of you to substantiate your claims -- Mr. Mondale first.,None
13185,"Give us specifics to support your claim that President Reagan is a showman, not a leader; has not mastered what he must know to be President after 4 years, and then, second, tell us what personal leadership characteristics you have that he does not.",None
13446,"Well, first of all, I think the first answer this evening suggests exactly what I'm saying.",None
13538,"There is no question that we face this massive deficit, and almost everybody agrees unless we get it down, the chances for long-term, healthy growth are nil.",Claim
13696,And it's also unfair to dump these tremendous bills on our children.,Claim
13765,The President says it will disappear overnight because of some reason.,Premise
13836,No one else believes that's the case.,Claim
13874,"I do, and I'm standing up to the issue with an answer that's fair.",Claim
13941,I think that's what leadership is all about.,Claim
13986,"There's a difference between being a quarterback and a cheerleader, and when there's a real problem, a President must confront it.",Claim
14118,"What I was referring to, of course, in the comment that you referred to was the situation in Lebanon.",Premise
14220,"Now, for three occasions, one after another, our Embassies were assaulted in the same way by a truck with demolitions.",Claim
14339,"The first time -- and I did not criticize the President, because these things can happen -- once, and sometimes twice -- the second time the barracks in Lebanon were assaulted, as we all remember.",Premise
14536,"There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves.",Premise
14722,"Now, I believe that a President must command that White House and those who work for him.",Claim
14812,"It's the toughest job on Earth, and you must master the facts and insist that things that must be done are done.",Claim
14925,"I believe that the way in which I will approach the Presidency is what's needed, because all my life that has been the way in which I have sought to lead.",Claim
15080,And that's why in this campaign I'm telling you exactly what I want to do.,Claim
15155,I am answering your questions.,None
15186,"I am trying to provide leadership now, before the election, so that the American people can participate in that decision.",Premise
15318,"You have said, Mr. Mondale, that the polls have given you lower ratings on leadership than President Reagan because your message has failed to get through.",Claim
15474,"Given that you have been in public office for so many years, what accounts for the failure of your message to get through?",None
15607,"Well, I think we're getting better all the time.",Claim
15656,"And I think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, I think as this debate goes forward, the American people will have for the first time a chance to weigh the two of us against each other.",None
15933,"And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is.",Claim
16119,"He must stand for the values of decency that the American people stand for, and he must use the power of the White House to try to control these nuclear weapons and lead this world toward a safer world.",Claim
16331,"Mr. President, the issue is leadership in personal terms.",None
16389,"First, do you think, as Vice President Bush said, that Mr. Mondale's campaign is one of whining and hoping for bad news?",None
16510,"And second, what leadership characteristics do you possess that Mr. Mondale does not?",None
16605,"Well, whether he does or not, let me suggest my own idea about the leadership factor, since you've asked it.",None
16714,"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916.",Claim
17022,"Now, leadership.",None
17039,"First of all, I think you must have some principles you believe in.",Claim
17107,"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",Claim
17351,"Now, having that, I think also that in leadership -- well, I believe that you find people, positions such as I'm in who have the talent and ability to do the things that are needed in the various departments of government.",Claim
17574,I don't believe that a leader should be spending his time in the Oval Office deciding who's going to play tennis on the White House court.,Claim
17713,"And you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job.",Claim
17867,"You are ultimately responsible, however, for that job.",Claim
17923,But I also believe something else about that.,Claim
17969,"I believe that -- and when I became Governor of California, I started this, and I continue it in this office -- that any issue that comes before me, I have instructed Cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue.",Claim
18253,I don't want to hear them.,Claim
18280,I want to hear only arguments as to whether it is good or bad for the people -- is it morally right?,Claim
18381,"And on that basis and that basis alone, we make a decision on every issue.",Claim
18457,"Now, with regard to my feeling about why I thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they weren't to be abhorred -- that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment.",Premise
18892,"As a followup, let me draw in another specific, if I could -- a specific that the Democrats have claimed about your campaign -- that it is essentially based on imagery.",None
19061,"And one specific that they allege is that, for instance, recently you showed up at the opening ceremony of a Buffalo old-age housing project, when in fact, your policy was to cut Federal housing subsidies for the elderly.",None
19283,Yet you were there to have your picture taken with them.,None
19349,Our policy was not to cut subsidies.,Claim
19386,"We have believed in partnership, and that was an example of a partnership between, not only local government and the Federal Government but also between the private sector that built that particular structure.",Premise
19596,"And this is what we've been trying to do, is involve the Federal Government in such partnerships.",Claim
19694,"We are today subsidizing housing for more than 10 million people, and we're going to continue along that line.",Claim
19805,"We have no thought of throwing people out into the snow, whether because of age or need.",Claim
19894,"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.",Claim
20120,"The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country.",Claim
20272,"Mr. Mondale, an opportunity for you to rebut.",None
20328,"Well, I guess I'm reminded a little bit of what Will Rogers once said about Hoover.",None
20412,"He said, ""It's not what he doesn't know that bothers me; it's what he knows for sure that just ain't so.''",Premise
21331,Mr. President?,None
21355,"Well, let me just respond with regard to Social Security.",None
21413,"When we took office, we discovered that the program that the Carter-Mondale administration had said would solve the fiscal problems of Social Security for the next 50 years wouldn't solve them for 5.",Claim
21613,Social Security was due to go bankrupt before 1983.,None
21665,"Any proposals that I made at that time were at the request of the chairman, a Democrat, of one of the leading committees, who said we have to do something before the program goes broke and the checks bounce.",Claim
21873,"And so, we made a proposal.",Claim
21901,"And then in 1982, they used that proposal in a demagogic fashion for the 1982 campaign.",Premise
21989,"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.",Premise
22090,"Indeed, we had to borrow $17 billion to pay the checks.",Claim
22146,"And then I asked for a bipartisan commission, which I'd asked for from the beginning, to sit down and work out a solution.",Claim
22270,"And so, the whole matter of what to do with Social Security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century.",Premise
22466,"Mr. President, we begin segment number three with Fred Barnes.",None
22530,Religion,None
22549,"Mr. President, would you describe your religious beliefs, noting particularly whether you consider yourself a born-again Christian, and explain how these beliefs affect your Presidential decisions?",None
22756,"Well, I was raised to have a faith and a belief and have been a member of a church since I was a small boy.",None
22864,"In our particular church, we did not use that term, ""born again,'' so I don't know whether I would fit that -- that particular term.",None
22997,"But I have -- thanks to my mother, God rest her soul -- the firmest possible belief and faith in God.",None
23099,"And I don't believe -- I believe, I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others.",Claim
23372,And I do resort to prayer.,Claim
23399,"At the same time, however, I have not believed that prayer should be introduced into an election or be a part of a political campaign -- or religion a part of that campaign.",Claim
23573,"As a matter of fact, I think religion became a part of this campaign when Mr. Mondale's running mate said I wasn't a good Christian.",Claim
23707,"So, it does play a part in my life.",Claim
23743,I have no hesitancy in saying so.,Claim
23777,"And, as I say, I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered.",Claim
23924,"Given those beliefs, Mr. President, why don't you attend services regularly, either by going to church or by inviting a minister to the White House, as President Nixon used to do, or someone to Camp David, as President Carter used to do?",None
24171,The answer to your question is very simple about why I don't go to church.,None
24246,"I have gone to church regularly all my life, and I started to here in Washington.",Premise
24328,"And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut -- we're supposed to talk about that on the debate the 21st, I understand -- but I pose a threat to several hundred people if I go to church.",Claim
24579,I know the threats that are made against me.,Claim
24624,We all know the possibility of terrorism.,Claim
24666,We have seen the barricades that have had to be built around the White House.,None
24744,"And, therefore, I don't feel -- and my minister knows this and supports me in this position -- I don't feel that I have a right to go to church, knowing that my being there could cause something of the kind that we have seen in other places, in Beirut, for example.",Claim
25010,"And I miss going to church, but I think the Lord understands.",Claim
25094,"May I ask you, please --",None
25227,"Mr. Mondale, would you describe your religious beliefs and mention whether you consider yourself a born-again Christian, and explain how those beliefs would affect your decisions as President?",None
25430,"First of all, I accept President Reagan's affirmation of faith.",None
25494,"I'm sure that we all accept and admire his commitment to his faith, and we are strengthened, all of us, by that fact.",None
25612,I am a son of a Methodist minister.,None
25648,My wife is the daughter of a Presbyterian minister.,None
25700,"And I don't know if I've been born again, but I know I was born into a Christian family.",None
25789,And I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency.,Claim
25892,"Whether that helps or not, I don't know.",None
25934,I have a deep religious faith.,Claim
25965,Our family does.,Claim
25982,It is fundamental.,Claim
26001,It's probably the reason that I'm in politics.,Claim
26048,"I think our faith tells us, instructs us, about the moral life that we should lead.",Claim
26132,And I think we're all together on that.,Claim
26173,"What bothers me is this growing tendency to try to use one's own personal interpretation of faith politically, to question others' faith, and to try to use the instrumentalities of government to impose those views on others.",None
26398,All history tells us that that's a mistake.,Claim
26443,"When the Republican platform says that from here on out, we're going to have a religious test for judges before they're selected for the Federal court, and then Jerry Falwell announces that that means they get at least two Justices of the Supreme Court, I think that's an abuse of faith in our country.",Premise
26747,This nation is the most religious nation on Earth -- more people go to church and synagogues than any other nation on Earth -- and it's because we kept the politicians and the state out of the personal exercise of our faith.,Claim
26972,That's why faith in the United States is pure and unpolluted by the intervention of politicians.,Claim
27069,"And I think if we want to continue -- as I do -- to have a religious nation, lets keep that line and never cross it.",Claim
27197,Thank you.,None
27208,"Mr. Barnes, next question.",None
27235,We have time for rebuttal now.,None
27275,I think I have a followup.,None
27312,"Yes, I asked you if you did.",None
27341,I'm sorry -- --,None
27366,"Yes, I do.",None
27387,-- -- I thought you waived it.,None
27427,"Yes, Mr. Mondale, you've complained, just now, about Jerry Falwell, and you've complained other times about other fundamentalists in politics.",None
27570,"Correct me if I'm wrong, but I don't recall your ever complaining about ministers who are involved in the civil rights movement or in the anti-Vietnam war demonstrations or about black preachers who've been so involved in American politics.",None
27811,Is it only conservative ministers that you object to?,None
27875,No.,None
27879,What I object to --,Claim
28578,Thank you.,None
28589,"Now, Mr. President, rebuttal.",None
28628,"Yes, it's very difficult to rebut, because I find myself in so much agreement with Mr. Mondale.",None
28724,"I, too, want that wall that is in the Constitution of separation of church and state to remain there.",Claim
28826,"The only attacks I have made are on people who apparently would break away at that wall from the government side, using the government, using the power of the courts and so forth to hinder that part of the Constitution that says the government shall not only not establish a religion, it shall not inhibit the practice of religion.",Claim
29158,"And they have been using these things to have government, through court orders, inhibit the practice of religion.",Claim
29272,A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.,Premise
29391,"These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation, and I am opposed to that.",Claim
29548,"With regard to a platform on the Supreme Court, I can only say one thing about that.",None
29633,I have appointed one member to the Supreme Court: Sandra Day O'Connor.,Claim
29704,I'll stand on my record on that.,Claim
29737,"And if I have the opportunity to appoint any more, I'll do it in the same manner that I did in selecting her.",Claim
29858,"Mr. Mondale, your rebuttal, please.",None
29904,"The platform to which the President refers, in fact, calls for a religious test in the selection of judges.",None
30012,And Jerry Falwell says that means we get two or three judges.,None
30074,And it would involve a religious test for the first time in American life.,None
30149,Let's take the example that the President cites.,None
30198,I believe in prayer.,None
30219,My family prays.,None
30236,We've never had any difficulty finding time to pray.,None
30289,But do we want a constitutional amendment adopted of the kind proposed by the President that gets the local politicians into the business of selecting prayers that our children must either recite in school or be embarrassed and asked to excuse themselves?,None
30545,Who would write the prayer?,None
30573,What would it say?,None
30592,How would it be resolved when those disputes occur?,None
30645,"It seems to me that a moment's reflection tells you why the United States Senate turned that amendment down, because it will undermine the practice of honest faith in our country by politicizing it.",Claim
30844,We don't want that.,None
30875,"Thank you, Mr. Mondale.",None
30899,Our time is up for this round.,None
30930,"We go into the second round of our questioning, begin again with Jim Wieghart.",None
31010,Jim?,None
31017,Political Issues,None
31046,"After that discussion, this may be like going from the sublime to the ridiculous, but here goes.",None
31143,"I have a political question for you, Mr. Mondale.",None
31846,My answer is that this campaign isn't over yet.,None
31894,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",Claim
32042,The American people want arms control.,Claim
32081,They don't want this arms race.,Claim
32113,And they don't want this deadly new effort to bring weapons into the heavens.,Claim
32191,And they want an American foreign policy that leads toward a safer world.,Claim
32266,"The American people see this debt, and they know it's got to come down.",Claim
32338,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",Claim
32426,"They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",Premise
32597,"And they know this debt must come down as well, because it's unfair to our children.",Claim
32683,The American people want this environment protected.,Claim
32736,"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment.",Claim
33019,The American people want their children educated.,Claim
33069,"They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan.",Claim
33250,The American people want to keep opening doors.,Claim
33298,They want those civil rights laws enforced.,Claim
33342,They want the equal rights amendment ratified.,Claim
33389,They want equal pay for comparable effort for women.,Claim
33442,"And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics.",Premise
33584,"I think as you make the case, the American people will increasingly come to our cause.",Claim
33683,"Mr. Mondale, isn't it possible that the American people have heard your message -- and they are listening -- but they are rejecting it?",None
33829,"Well, tonight we had the first debate over the deficit.",None
33885,The President says it'll disappear automatically.,None
33935,I've said it's going to take some work.,Claim
33975,I think the American people will draw their own conclusions.,Claim
34036,"Secondly, I've said that I will not support the cuts in Social Security and Medicare and the rest that the President has proposed.",Claim
34167,"The President answers that it didn't happen or, if it did, it was resolved later in a commission.",Premise
34265,"As the record develops, I think it's going to become increasingly clear that what I am saying and where I want to take this country is exactly where the country wants to go, and the comparison of approaches is such that I think will lead to further strength.",Claim
34536,"Mr. President, you and your party are benefiting from what appears to be an erosion of the old Democratic coalition, but you have not laid out a specific agenda to take this shift beyond November 6th.",None
34737,"What is your program for America for the next decade, with some specificity?",None
34823,"Well, again, I'm running on the record.",None
34863,I think sometimes Mr. Mondale's running away from his.,None
34918,But I'm running on the record of what we have asked for.,None
34975,"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.",Claim
35278,"And you might find those words in a Democratic platform of some years ago -- I know, because I was a Democrat at that time.",Claim
35402,"And I left the party eventually, because I could no longer follow the turn in the Democratic leadership that took us down an entirely different path, a path of centralizing authority in the Federal Government, lacking trust in the American people.",None
35650,"I promised, when we took office, that we would reduce inflation.",Claim
35715,"We have, to one-third of what it was.",Claim
35753,I promised that we would reduce taxes.,Claim
35792,"We did, 25 percent across the board.",Claim
35829,That barely held even with -- if it did that much -- with the gigantic tax increase imposed in 1977.,None
35930,But at least it took that burden away from them.,Claim
35980,"I said that we would create jobs for our people, and we did -- 6 million in the last 20 or 21 months.",Claim
36082,"I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons.",Claim
36341,We have done that.,Claim
36361,"All of the things that I said we would do, from inflation being down, interest rates being down, unemployment falling, all of those things we have done.",Claim
36514,And I think this is something the American people see.,Claim
36570,I think they also know that we had a commission that came in a year ago with a recommendation on education -- on excellence in education.,Claim
36708,"And today, without the Federal Government being involved other than passing on to them, the school districts, the words from that commission, we find 35 States with task forces now dealing with their educational problems.",Premise
36930,We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth.,Claim
37049,All of these things have brought an improvement in the college entrance exams for the first time in some 20 years.,Claim
37165,"So, I think that many Democrats are seeing the same thing this Democrat saw: The leadership isn't taking us where we want to go.",Claim
37306,"Mr. President, much of what you said affects the quality of life of many Americans -- their income, the way they live, and so forth -- but there's an aspect to quality of life that lies beyond the private sector which has to do with our neighborhoods, our cities, our streets, our parks, our environment.",None
37611,"In those areas, I have difficulty seeing what your program is and what you feel the Federal responsibility is in these areas of the quality of life in the public sector that affects everybody, and even enormous wealth by one individual can't create the kind of environment that he might like.",None
37913,"There are tasks that government legitimately should enforce and tasks that government performs well, and you've named some of them.",Claim
38045,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",Premise
38270,"I think that we've had something to do with that, just as we have with the drug problem nationwide.",Claim
38370,The environment?,None
38387,"Yes, I feel as strongly as anyone about the preservation of the environment.",Claim
38464,"When we took office, we found that the national parks were so dirty and contained so many hazards, lack of safety features, that we stopped buying additional park land until we had rectified this with what was to be a 5-year program -- but it's just about finished already -- a billion dollars.",Claim
38759,And now we're going back to budgeting for additional lands for our parks.,Claim
38833,"We have added millions of acres to the wilderness lands, to the game refuges.",Claim
38911,"I think that we're out in front of most -- and I see that the red light is blinking, so I can't continue.",None
39017,But I've got more.,None
39047,"Well, you'll have a chance when your rebuttal time comes up, perhaps, Mr. President.",None
39132,"Mr. Mondale, now it's your turn for rebuttal.",None
39188,"The President says that when the Democratic Party made its turn, he left it.",None
39265,The year that he decided we had lost our way was the year that John F. Kennedy was running against Richard Nixon.,None
39379,"I was chairman of ""Minnesotans for Kennedy;'' President Reagan was chairman of a thing called ""Democrats for Nixon.''",Premise
39497,"Now, maybe we made a wrong turn with Kennedy, but I'll be proud of supporting him all of my life.",Claim
39595,"And I'm very happy that John Kennedy was elected, because John Kennedy looked at the future with courage, saw what needed to be done, and understood his own government.",Premise
39764,The President just said that his government is shrinking.,Premise
39822,It's not.,Claim
39832,It's now the largest peacetime government ever in terms of the take from the total economy.,Claim
39924,"And instead of retreating -- instead of being strong where we should be strong, he wants to make it strong and intervene in the most private and personal questions in American life.",Premise
40106,That's where government should not be.,Claim
40156,Mr. President?,None
40180,"Before I campaigned as a Democrat for a Republican candidate for President, I had already voted for Dwight Eisenhower to be President of the United States.",Claim
40336,"And so, my change had come earlier than that.",Claim
40382,I hadn't gotten around to reregistering as yet.,Claim
40430,I found that was rather difficult to do.,Claim
40471,But I finally did it.,Claim
40493,"There are some other things that have been said here -- back, and you said that I might be able to dredge them up.",None
40608,Mr. Mondale referred to the farmers' worst year.,None
40657,The farmers are not the victims of anything this administration has done.,Claim
40731,"The farmers were the victims of the double-digit inflation and the 21\1/2\-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",Premise
40947,"All of these things are presently being rectified, and I think that we are going to salvage the farmers.",Claim
41052,"As a matter of fact, there has been less than one-quarter of 1 percent of foreclosures of the 270,000 loans from government that the farmers have.",Premise
41210,"Thank you, Mr. President.",None
41236,We'll now turn to Diane Sawyer for her round of questions.,None
41295,Diane?,None
41304,Abortion,None
41323,"I'd like to turn to an area that I think few people enjoy discussing, but that we probably should tonight because the positions of the two candidates are so clearly different and lead to very different policy consequences -- and that is abortion and right to life.",None
41588,I'm exploring for your personal views of abortion and specifically how you would want them applied as public policy.,None
41705,"First, Mr. President.",None
41727,Do you consider abortion murder or a sin?,None
41769,"And second, how hard would you work -- what kind of priority would you give in your second term legislation to make abortion illegal?",None
41903,"And specifically, would you make certain, as your party platform urges, that Federal justices that you appoint be prolife?",None
42036,I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.,Claim
42186,"Now, that I would want to see in any judge and with regard to any issue having to do with human life.",Claim
42288,"But with regard to abortion, and I have a feeling that this is -- there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government.",Premise
42479,"With me, abortion is not a problem of religion, it's a problem of the Constitution.",Claim
42563,"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.",Claim
42801,"And I think that this is what we should concentrate on, is trying -- I know there were weeks and weeks of testimony before a Senate committee, there were medical authorities, there were religious -- there were clerics there -- everyone talking about this matter of prolife.",Premise
43075,"And at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive.",Claim
43184,"We have seen premature births that are now grown-up, happy people going around.",Claim
43265,"Also, there is a strange dichotomy in this whole position about our courts ruling that abortion is not the taking of a human life.",None
43396,"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder.",Premise
43771,"Now, isn't it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, that's murder?",Claim
43942,"And it used the term ""death of the unborn child.''",Premise
43994,"So, this has been my feeling about abortion, that we have a problem now to determine -- and all the evidence so far comes down on the side of the unborn child being a living human being.",Claim
44191,A two-part followup.,None
44212,"Do I take it from what you've said about the platform, then, that you don't regard the language and don't regard in your own appointments, abortion position a test of any kind for justices -- that it should be?",None
44423,"And also, if abortion is made illegal, how would you want it enforced?",None
44494,Who would be the policing units that would investigate?,None
44550,And would you want the women who have abortions to be prosecuted?,None
44625,The laws regarding that always were State laws.,None
44673,It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy.,None
44810,Our laws against murder are State laws.,Claim
44850,"So, I would think that this would be the point of enforcement on this.",Claim
44921,"As I say, I feel that we have a problem here to resolve.",Claim
44978,And no one has approached it from that matter.,Claim
45025,It does not happen that the church that I belong to had that as part of its dogma.,Premise
45108,I know that some churches do.,Claim
45139,"Now, it is a sin if you're taking a human life.",Claim
45187,"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.",Premise
45302,"And therefore, I've always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own.",Claim
45548,"Mr. Mondale, to turn to you, do you consider abortion a murder or a sin?",None
45621,"And bridging from what President Reagan said, he has written that if society doesn't know whether life does -- human life, in fact, does begin at conception, as long as there is a doubt, that the unborn child should at least be given the benefit of the doubt and that there should be protection for that unborn child.",None
45949,This is one of the most emotional and difficult issues that could possibly be debated.,None
46036,"I think your questions, however, underscore the fact there is probably no way that government should or could answer this question in every individual case and in the private lives of the American people.",None
46241,The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest.,Claim
46400,"Is it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this?",Claim
46581,"I think it cannot work, won't work, and will lead to all kinds of cynical evasions of the law.",Claim
46676,Those who can afford to have them will continue to have them.,Claim
46738,The disadvantaged will go out in the back alley as they used to do.,Claim
46807,"I think these questions are inherently personal and moral, and every individual instance is different.",Claim
46910,Every American should be aware of the seriousness of the step.,Claim
46973,But there are some things that government can do and some things they cannot do.,Claim
47055,"Now, the example that the President cites has nothing to do with abortion.",Premise
47130,Somebody went to a woman and nearly killed her.,Premise
47178,That's always been a serious crime and always should be a serious crime.,Claim
47251,But how does that compare with the problem of a woman who is raped?,None
47319,Do we really want those decisions made by judges who've been picked because they will agree to find the person guilty?,Claim
47438,"I don't think so, and I think it's going in exactly the wrong direction.",Claim
47512,"In America, on basic moral questions we have always let the people decide in their own personal lives.",Claim
47615,We haven't felt so insecure that we've reached for the club of state to have our point of view.,Claim
47711,It's been a good instinct.,Claim
47738,And we're the most religious people on Earth.,Claim
47785,"One final point: President Reagan, as Governor of California, signed a bill which is perhaps the most liberal proabortion bill of any State in the Union.",Claim
47949,"But if I can get you back for a moment on my point, which was the question of when human life begins -- a two-part followup.",None
48074,"First of all, at what point do you believe that human life begins in the growth of a fetus?",None
48166,"And second of all, you said that government shouldn't be involved in the decisions.",None
48250,"Yet there are those who would say that government is involved, and the consequence of the involvement was 1.5 million abortions in 1980.",None
48387,And how do you feel about that?,None
48429,"The basic decision of the Supreme Court is that each person has to make this judgment in her own life, and that's the way it's been done.",None
48567,"And it's a personal and private, moral judgment.",Claim
48616,I don't know the answer to when life begins.,Claim
48661,"And it's not that simple, either.",Claim
48695,You've got another life involved.,Premise
48729,"And if it's rape, how do you draw moral judgments on that?",Claim
48788,"If it's incest, how do you draw moral judgments on that?",Claim
48845,Does every woman in America have to present herself before some judge picked by Jerry Falwell to clear her personal judgment?,Claim
48971,It won't work.,Claim
49007,"I'm sorry to do this, but I really must talk to the audience.",None
49069,You're all invited guests.,None
49096,"I know I'm wasting time in talking to you, but it really is very unfair of you to applaud -- sometimes louder, less loud -- and I ask you, as people who were invited here, and polite people, to refrain.",None
49300,We have our time now for rebuttal.,None
49335,Mr. President.,None
49360,Yes.,None
49365,"Well, with regard to this being a personal choice, isn't that what a murderer is insisting on, his or her right to kill someone because of whatever fault they think justifies that?",None
49546,"Now, I'm not capable, and I don't think you are, any of us, to make this determination that must be made with regard to human life.",Claim
49678,I am simply saying that I believe that that's where the effort should be directed -- to make that determination.,Claim
49792,I don't think that any of us should be called upon here to stand and make a decision as to what other things might come under the self-defense tradition.,Claim
49946,"That, too, would have to be worked out then, when you once recognize that we're talking about a life.",Premise
50048,"But in this great society of ours, wouldn't it make a lot more sense, in this gentle and kind society, if we had a program that made it possible for when incidents come along in which someone feels they must do away with that unborn child, that instead we make it available for the adoption?",None
50340,There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,Claim
50477,Mr. Mondale.,None
